train_acc,train_loss,val_acc,val_loss
0.006870567375886525,6.1710854,0.009431639085894405,5.863791
0.00911643026004728,5.7603345,0.008766745468873129,5.69675
0.01886820330969267,5.6266513,0.00997340425531915,5.6930027
0.02349290780141844,5.5256157,0.012756107171000787,5.5929923
0.02349290780141844,5.456774,0.022310874704491727,5.4771676
0.03479609929078014,5.3459635,0.0316193853427896,5.3650336
0.05189125295508274,5.2093883,0.022729511426319935,5.3582344
0.0538563829787234,5.1302066,0.03523936170212766,5.2135696
0.06892730496453901,5.0399427,0.05210795902285264,5.069597
0.09602541371158392,4.847858,0.04890661938534279,5.08466
0.10350177304964539,4.7442613,0.06540583136327817,4.934081
0.10641252955082742,4.7048583,0.07658589440504335,4.825315
0.15231973995271866,4.512917,0.0865592986603625,4.850852
0.17401004728132388,4.312432,0.09079491725768321,4.745638
0.17542848699763594,4.286475,0.10820527974783294,4.611106
0.20338356973995272,4.148279,0.12179866036249015,4.539113
0.2548315602836879,3.9166436,0.12603427895981087,4.555953
0.26189420803782504,3.8572063,0.15541272655634358,4.399644
0.27275413711583923,3.8137164,0.1559544917257683,4.3270507
0.33142730496453904,3.5922544,0.1498473207249803,4.4379845
0.35237884160756505,3.4603598,0.16538613081166273,4.293486
0.3616282505910165,3.4508595,0.18956855791962174,4.1511497
0.40817080378250586,3.2885063,0.19592198581560286,4.1989636
0.47222222222222227,3.0392115,0.19567572892040977,4.1350794
0.4534722222222222,3.092559,0.24076536643026003,3.9926147
0.48150118203309694,2.976275,0.24342494089834513,3.9379418
0.5602393617021277,2.7354562,0.20914598108747043,4.098249
0.5528516548463357,2.7049487,0.24682328605200946,3.8821213
0.5541962174940899,2.700052,0.2673611111111111,3.813386
0.6100029550827423,2.515606,0.23091509062253743,3.9728453
0.6529994089834514,2.3735828,0.27546296296296297,3.8782322
0.6302009456264775,2.4269128,0.3059988179669031,3.7550247
0.656708037825059,2.343134,0.2974044523246651,3.7750013
0.7235372340425532,2.1145163,0.27799940898345155,3.883668
0.7105939716312056,2.1423032,0.3221286446020489,3.65591
0.7108747044917257,2.1359835,0.31348502758077224,3.6621983
0.7745124113475177,1.9488223,0.27819641449960597,3.8971968
0.7670360520094562,1.9691329,0.3157752167060678,3.740623
0.7676713947990544,1.9558978,0.3222517730496454,3.6206334
0.7900265957446808,1.8863645,0.3065898345153664,3.7373323
0.8232121749408983,1.773594,0.3088307722616233,3.7949355
0.8003102836879432,1.8559839,0.3562352245862884,3.6548917
0.8321660756501182,1.7519388,0.3231629235618597,3.7065635
0.8585106382978723,1.6675185,0.31946907013396375,3.8231575
0.8518912529550827,1.683966,0.3403270291568164,3.640511
0.8312795508274232,1.7276099,0.3346384948778566,3.6499696
0.84850768321513,1.6878949,0.31227836879432624,3.7307577
0.876241134751773,1.5987755,0.3387509850275808,3.7257009
0.846380023640662,1.6703227,0.3387509850275808,3.6252968
0.8613918439716312,1.6206776,0.3372980693459417,3.7024782
0.8882978723404256,1.5387673,0.3337273443656422,3.679114
0.8680998817966903,1.5924735,0.357565011820331,3.6202023
0.8807624113475178,1.5672212,0.36064322301024426,3.674512
0.8906471631205674,1.5280207,0.31651398739164693,3.7546108
0.8997635933806146,1.4799557,0.34431639085894405,3.707339
0.8864657210401891,1.5371399,0.3558658392434988,3.6405969
0.8910608747044917,1.5099795,0.34099192277383766,3.762146
0.9055555555555556,1.4733049,0.3372488179669031,3.728996
0.8946956264775414,1.4926565,0.34764085894405045,3.7099042
0.8981235224586289,1.4759153,0.3507929472025217,3.6748884
0.9119237588652483,1.4380673,0.33276694247438926,3.8096352
0.9046690307328605,1.4671719,0.3539204097714736,3.6856349
0.9051418439716312,1.4549743,0.3565799842395587,3.679054
0.9154698581560284,1.4062089,0.33712568951930655,3.7531903
0.9141991725768321,1.4122579,0.3286052009456265,3.8584745
0.9100177304964538,1.4202008,0.35145784081954295,3.6903949
0.9168587470449173,1.4111544,0.3403270291568164,3.7074394
0.9218971631205675,1.3890299,0.3554964539007092,3.7245224
0.9181294326241135,1.3852779,0.36721828211189916,3.6725547
0.9164450354609929,1.400483,0.3564076044129236,3.7149463
0.9221778959810875,1.3806213,0.3325206855791962,3.787251
0.9212618203309694,1.3897202,0.3673414105594957,3.758485
0.912677304964539,1.4180012,0.35054669030732855,3.6930094
0.9241725768321514,1.3874311,0.35374802994483845,3.6863132
0.9315159574468085,1.3433198,0.3706658786446021,3.6521184
0.9222074468085106,1.374742,0.35441292356185977,3.776914
0.9190455082742317,1.3864694,0.3519996059889677,3.7186012
0.9294326241134753,1.3530972,0.33912037037037035,3.895266
0.92173463356974,1.3738286,0.3751477541371158,3.6706612
0.9310431442080378,1.3443023,0.37194641449960597,3.7040792
0.9324024822695035,1.340452,0.34963553979511425,3.819687
0.9303782505910165,1.3467691,0.3605200945626477,3.7604623
0.9228723404255319,1.3675135,0.3703703703703704,3.647181
0.9235076832151301,1.3571748,0.3473946020488574,3.742804
0.9401004728132388,1.301276,0.3460648148148148,3.8407378
0.9250886524822695,1.3793075,0.3743104806934594,3.6662717
0.9350325059101655,1.3211458,0.37768420015760445,3.6731398
0.9434544917257683,1.2872285,0.3548315602836879,3.7767928
0.9297429078014184,1.3377622,0.37701930654058313,3.7247577
0.9332594562647755,1.3209634,0.37061662726556344,3.7011752
0.9297133569739953,1.3256557,0.35707249802994484,3.824166
0.9417109929078015,1.2913576,0.3673414105594957,3.7720177
0.9345596926713948,1.3116983,0.38300334909377465,3.6674798
0.9337322695035462,1.3099575,0.37938337273443656,3.7128592
0.9423463356973996,1.2814982,0.3431589834515366,3.791109
0.934589243498818,1.321184,0.3723650512214342,3.7020845
0.9339243498817967,1.3096929,0.35537332545311273,3.7455883
0.9370271867612293,1.3021742,0.3513839637509851,3.774425
0.9388297872340425,1.2916843,0.38142730496453897,3.7317939
0.9379432624113475,1.3115263,0.35894405043341215,3.7759356
