epoch,train_acc,train_loss,val_acc,val_loss
0.0,0.00528169014084507,5.3103323,0.005208333333333333,5.3783455
1.0,0.008362676056338027,5.304269,0.00390625,5.315718
2.0,0.006382042253521127,5.2908735,0.010657793209876544,5.3147607
3.0,0.011003521126760563,5.2812304,0.005859375,5.3131523
4.0,0.016343896713615025,5.267032,0.01171875,5.295023
5.0,0.017502934272300468,5.2546067,0.013020833333333334,5.2846828
6.0,0.02266725352112676,5.2369,0.018229166666666668,5.286302
7.0,0.02112676056338028,5.2174788,0.021315586419753087,5.2991147
8.0,0.028667840375586857,5.1954436,0.028235918209876542,5.2597384
9.0,0.04203345070422535,5.1592746,0.024739583333333332,5.234278
10.0,0.04891431924882629,5.1184525,0.034505208333333336,5.1995625
11.0,0.04957453051643193,5.080175,0.05500096450617284,5.168636
12.0,0.0644806338028169,5.015684,0.0502025462962963,5.2401567
13.0,0.07526408450704225,4.953189,0.06884162808641975,5.0217533
14.0,0.0866637323943662,4.8786407,0.06860050154320987,5.007505
15.0,0.10013204225352113,4.7943196,0.07706404320987655,4.8922787
16.0,0.10437206572769953,4.71831,0.08487654320987655,4.737217
17.0,0.11861795774647887,4.611289,0.09854841820987655,4.6393056
18.0,0.12962147887323944,4.5228057,0.11205150462962964,4.527862
19.0,0.13952464788732394,4.4231577,0.11733217592592593,4.4866123
20.0,0.1609888497652582,4.3306713,0.12092496141975308,4.3808656
21.0,0.17919600938967137,4.2314014,0.14289158950617284,4.258
22.0,0.18355340375586857,4.148787,0.1495707947530864,4.2354035
23.0,0.19791666666666669,4.070752,0.17218846450617284,4.091263
24.0,0.2173268779342723,3.9939957,0.1804832175925926,4.0226364
24.0,0.22084800469483568,3.9174225,0.1736593364197531,3.9853046
25.0,0.22849178403755868,3.8708727,0.18082079475308643,3.8822186
26.0,0.24011150234741782,3.8127382,0.21035879629629628,3.8187866
27.0,0.26794307511737087,3.7117417,0.21694155092592593,3.7732427
28.0,0.2601232394366197,3.6899426,0.22393422067901234,3.7065985
29.0,0.27844776995305165,3.6118743,0.23777488425925927,3.6495883
30.0,0.29457159624413143,3.5782127,0.2446952160493827,3.629163
31.0,0.3023767605633803,3.5139713,0.2393180941358025,3.5958548
32.0,0.3131161971830986,3.4552977,0.2574749228395062,3.53308
33.0,0.3176789906103286,3.4131067,0.24599729938271606,3.4979305
34.0,0.3285211267605634,3.3703105,0.26121238425925924,3.4729564
35.0,0.3324237089201878,3.3324523,0.2708092206790123,3.4170074
36.0,0.3317048122065728,3.300603,0.279272762345679,3.3917484
37.0,0.3586120892018779,3.2584586,0.29236593364197533,3.3729737
38.0,0.3633949530516432,3.202593,0.302710262345679,3.3376484
39.0,0.37313673708920186,3.1773434,0.29726080246913583,3.3294039
40.0,0.3755575117370892,3.143625,0.3029513888888889,3.3083706
41.0,0.38188086854460096,3.1088371,0.3015769675925926,3.2833023
42.0,0.3914025821596244,3.080999,0.32646122685185186,3.2424133
43.0,0.40790786384976524,3.042134,0.3003472222222222,3.249923
44.0,0.40708626760563377,3.0051441,0.3316695601851852,3.2042372
45.0,0.42843309859154927,2.960981,0.32361593364197533,3.2079456
46.0,0.431631455399061,2.940683,0.3114149305555555,3.2034233
47.0,0.44423415492957746,2.9147184,0.3283420138888889,3.1603234
48.0,0.4421361502347418,2.901262,0.3483555169753087,3.1491373
48.0,0.4489583333333333,2.8573887,0.333960262345679,3.190651
49.0,0.45137910798122066,2.8513832,0.3469810956790123,3.1245801
50.0,0.46634389671361504,2.8199327,0.34324363425925924,3.1161156
51.0,0.47548415492957746,2.7604272,0.33810763888888884,3.1052377
52.0,0.4776115023474179,2.7704015,0.36853780864197533,3.0872688
53.0,0.477450117370892,2.741676,0.36870659722222215,3.0569751
54.0,0.485049882629108,2.721083,0.351538387345679,3.0880766
55.0,0.5024794600938968,2.6929944,0.3661024305555555,3.0671299
56.0,0.5205985915492958,2.6459885,0.363257137345679,3.0673854
57.0,0.5133949530516432,2.6193838,0.36545138888888884,3.0642812
58.0,0.5192781690140845,2.6215143,0.37155189043209874,3.0294387
59.0,0.5176789906103286,2.5914102,0.37439718364197533,3.0086136
60.0,0.5170041079812207,2.5903964,0.3780623070987654,3.001888
61.0,0.5424882629107981,2.5523396,0.3940007716049383,2.9955177
62.0,0.5390111502347418,2.5218244,0.39498939043209874,2.9973974
63.0,0.5478286384976526,2.5218875,0.37521701388888884,3.011237
64.0,0.5565727699530516,2.4889073,0.36349826388888884,3.0261872
65.0,0.5616343896713615,2.4780438,0.392554012345679,2.9768116
66.0,0.5594336854460094,2.4604952,0.3892023533950617,2.9423606
65.0,0.5795774647887324,2.420976,0.396363811728395,3.0159092
66.0,0.5878961267605634,2.4136796,0.390600887345679,2.9658613
65.0,0.6455985915492958,2.278342,0.3989679783950617,3.016307
65.0,0.6460387323943662,2.2772272,0.3996190200617284,3.011409
66.0,0.5925176056338028,2.4032679,0.380835262345679,2.9628487
67.0,0.5962441314553991,2.3702564,0.3932050540123457,2.9528084
68.0,0.5891578638497652,2.345799,0.3878279320987654,2.9539697
69.0,0.6050469483568075,2.328839,0.4010898919753087,2.9547956
70.0,0.5953638497652582,2.3408673,0.40386284722222215,2.919645
71.0,0.6182658450704226,2.299043,0.400366512345679,2.9721968
72.0,0.6181924882629107,2.2917843,0.404345100308642,2.9454944
73.0,0.6314700704225352,2.2519426,0.4090711805555555,2.9491081
74.0,0.6420334507042254,2.216346,0.40077642746913583,2.9569426
75.0,0.6321889671361502,2.2518814,0.412157600308642,2.931818
76.0,0.6428550469483568,2.2020354,0.40564718364197533,2.9010513
77.0,0.6265551643192488,2.2265072,0.40955343364197533,2.9001923
78.0,0.6589201877934272,2.1787424,0.4285059799382716,2.8739338
79.0,0.6591842723004695,2.156832,0.4099633487654321,2.9159167
80.0,0.660137910798122,2.174688,0.414110725308642,2.9245405
81.0,0.674325117370892,2.1234229,0.4034529320987654,2.9411209
82.0,0.6617664319248826,2.1572306,0.4149305555555555,2.8937938
83.0,0.6241343896713615,2.2329156,0.4156539351851852,2.855096
84.0,0.641299882629108,2.2071235,0.4114101080246913,2.9047348
85.0,0.6376173708920189,2.1887436,0.4383439429012346,2.8478205
86.0,0.6591842723004695,2.155447,0.4184992283950617,2.8924053
87.0,0.6452611502347417,2.1658366,0.4311101466049383,2.8643732
88.0,0.6611795774647887,2.1391728,0.41167534722222215,2.8476322
89.0,0.65,2.1674013,0.43258101851851855,2.85392
90.0,0.6099325117370892,2.2411468,0.4364149305555555,2.8606255
91.0,0.6291373239436621,2.193269,0.43135127314814814,2.8741753
92.0,0.6279782863849765,2.2055776,0.42744502314814814,2.8639958
93.0,0.6447623239436621,2.1691346,0.43778935185185186,2.835891
94.0,0.6452611502347417,2.168791,0.4369695216049383,2.8308618
95.0,0.6519219483568075,2.1532147,0.4334008487654321,2.8501098
96.0,0.646919014084507,2.1474314,0.4332320601851852,2.806585
97.0,0.652362089201878,2.1344402,0.4275414737654321,2.8335636
98.0,0.6528022300469484,2.1217625,0.45252218364197533,2.825473
97.0,0.7579078638497653,1.8907784,0.42997685185185186,2.8383286
98.0,0.7317194835680751,1.948625,0.4373070987654321,2.8088923
