train_acc,train_loss,val_acc,val_loss
0.015178571428571428,5.558681,0.025595238095238095,5.1578503
0.0380952380952381,5.0815387,0.06220238095238095,4.9333863
0.07390873015873016,4.7672043,0.0744047619047619,4.7059436
0.09206349206349206,4.5825486,0.1074404761904762,4.4853206
0.14970238095238095,4.2922215,0.14863095238095236,4.2597146
0.1771825396825397,4.110584,0.15607142857142856,4.1015925
0.25277777777777777,3.8001287,0.20833333333333334,3.8830285
0.24702380952380953,3.7367778,0.22672619047619047,3.725364
0.3537698412698413,3.3730564,0.2832738095238095,3.5172215
0.3537698412698413,3.335654,0.3123214285714286,3.4397726
0.46031746031746035,2.9778295,0.34654761904761905,3.3154876
0.4260912698412699,3.0335903,0.3734523809523809,3.1574464
0.5532738095238096,2.6835754,0.3664880952380953,3.1712425
0.4988095238095238,2.77137,0.4233928571428571,2.9647746
0.6169642857142857,2.4648805,0.42041666666666666,2.9702532
0.576388888888889,2.5447428,0.45333333333333337,2.8626657
0.6481150793650793,2.3181968,0.4173809523809524,2.9522147
0.6259920634920635,2.3602967,0.48041666666666666,2.760127
0.6766865079365079,2.2306561,0.42023809523809524,2.9793675
0.6695436507936507,2.21861,0.4930952380952381,2.7043285
0.7030753968253969,2.1191573,0.45416666666666666,2.8134956
0.7038690476190477,2.1071198,0.5021428571428571,2.683798
0.7232142857142857,2.0491507,0.4731547619047619,2.7828565
0.7364087301587302,1.9951687,0.5228571428571428,2.598154
0.7442460317460317,1.9828298,0.48351190476190475,2.7080925
0.7645833333333333,1.9193017,0.5460714285714285,2.546222
0.7705357142857143,1.8945587,0.5214880952380953,2.6511443
0.8001984126984126,1.8058878,0.5544047619047618,2.5424182
0.7978174603174603,1.8256583,0.5257738095238095,2.6192575
0.8365079365079364,1.7257261,0.5453571428571429,2.5381722
0.8094246031746031,1.7724917,0.5403571428571429,2.561895
0.8517857142857143,1.664304,0.5526190476190476,2.5608282
0.8273809523809523,1.7147515,0.5515476190476191,2.5189567
0.8484126984126984,1.6447952,0.5414285714285715,2.6472933
0.8204365079365079,1.7177242,0.5494642857142857,2.5272014
0.8703373015873016,1.5953275,0.5398214285714286,2.5697527
0.8422619047619048,1.6772138,0.5594642857142857,2.513306
0.8630952380952381,1.5985047,0.5357142857142857,2.6596515
0.8597222222222222,1.6090457,0.5795238095238096,2.4766343
0.8731150793650794,1.5771456,0.5369642857142858,2.5556374
0.856845238095238,1.6235175,0.5711904761904762,2.4845395
0.8688492063492064,1.5709223,0.5233333333333333,2.7056777
0.8662698412698412,1.5756546,0.5904166666666667,2.453666
0.8734126984126984,1.5512663,0.5442857142857143,2.6560333
0.8854166666666666,1.5054319,0.5893452380952381,2.4554632
0.8851190476190476,1.5068533,0.5644642857142856,2.5273042
0.9031746031746031,1.4740313,0.5912499999999999,2.4574425
0.8860119047619047,1.5111748,0.5486309523809524,2.6292567
0.9009920634920635,1.4727333,0.5929166666666666,2.4609232
0.8830357142857143,1.5024056,0.5662499999999999,2.5484726
0.9073412698412698,1.4356352,0.5844642857142857,2.4939256
0.8826388888888889,1.5195535,0.5743452380952381,2.4917846
0.9101190476190476,1.422358,0.5729761904761905,2.5498798
0.8865079365079365,1.5060275,0.5804166666666667,2.513322
0.9041666666666667,1.4442568,0.5827976190476191,2.5360787
0.8921626984126984,1.4696776,0.5873214285714285,2.4587755
0.925,1.3804904,0.5641071428571429,2.5402925
0.9058531746031746,1.4223533,0.5913690476190476,2.4894373
0.9121031746031746,1.3951119,0.5629761904761904,2.622903
0.9047619047619048,1.4393908,0.6045833333333334,2.45533
0.921031746031746,1.3937297,0.5569642857142857,2.610555
0.9074404761904762,1.4135092,0.5983928571428572,2.471514
0.9235119047619048,1.3825184,0.5856547619047618,2.5527241
0.9182539682539683,1.3858687,0.5905952380952382,2.5112596
0.9132936507936508,1.3980645,0.5682142857142858,2.6296175
0.9163690476190476,1.4003981,0.5948214285714285,2.5096264
0.9110119047619047,1.4025891,0.5795238095238096,2.5648172
0.9266865079365079,1.3682116,0.5994642857142858,2.452895
0.908234126984127,1.4065415,0.5814880952380952,2.5294406
0.9138888888888889,1.4042746,0.5923809523809525,2.5110261
0.905952380952381,1.4244419,0.5920238095238095,2.512026
0.9231150793650793,1.364226,0.6011904761904762,2.4739766
0.9175595238095238,1.3886776,0.5852380952380952,2.505546
0.9264880952380953,1.349883,0.5729166666666666,2.5455997
0.9091269841269841,1.4134357,0.5942857142857143,2.4895988
0.9279761904761905,1.3435421,0.5881547619047619,2.4946368
0.9154761904761904,1.3803835,0.6056547619047619,2.469263
0.9305555555555555,1.3453956,0.5772619047619048,2.5801566
0.9284722222222221,1.3526139,0.6036309523809524,2.478723
0.9357142857142857,1.3207572,0.5616666666666666,2.647741
0.9223214285714286,1.3577994,0.6118452380952382,2.4733162
0.9285714285714286,1.3486642,0.5744047619047619,2.5964339
0.9279761904761905,1.346103,0.6036309523809524,2.482732
0.9326388888888888,1.3212415,0.5757738095238095,2.5831192
0.9294642857142857,1.3355118,0.6089880952380953,2.5076365
0.9303571428571429,1.3253851,0.5652380952380952,2.6104114
0.9348214285714286,1.3230981,0.6078571428571429,2.4974108
0.9290674603174602,1.332022,0.586547619047619,2.5909822
0.9281746031746031,1.3454113,0.616547619047619,2.5333295
