epoch,train_acc,train_loss,val_acc,val_loss
0.0,0.006161971830985915,6.7392354,0.007161458333333333,6.493316
1.0,0.008802816901408451,6.2470245,0.010416666666666666,6.093805
2.0,0.011223591549295775,5.935317,0.005859375,5.8891106
3.0,0.012764084507042254,5.7801814,0.006510416666666667,5.7824764
4.0,0.01694542253521127,5.6885166,0.0078125,5.709369
4.0,0.017825704225352113,5.6301603,0.010416666666666666,5.6644073
5.0,0.017605633802816902,5.580101,0.006510416666666667,5.6274934
6.0,0.018485915492957746,5.5370383,0.013020833333333334,5.586113
7.0,0.01914612676056338,5.5000978,0.018060378086419752,5.5593734
8.0,0.02778755868544601,5.4615526,0.013671875,5.5336075
8.0,0.027948943661971832,5.430293,0.017578125,5.51182
9.0,0.028389084507042254,5.398703,0.020182291666666668,5.488207
10.0,0.03328931924882629,5.3636394,0.01953125,5.461675
11.0,0.03389084507042254,5.3420153,0.01912133487654321,5.46249
12.0,0.04479166666666667,5.30405,0.022786458333333332,5.450667
12.0,0.04143192488262911,5.281597,0.024739583333333332,5.4183793
13.0,0.0474325117370892,5.2497625,0.030840084876543206,5.4111533
14.0,0.04627347417840376,5.225741,0.030598958333333332,5.383224
15.0,0.04907570422535211,5.2101846,0.027174961419753087,5.3898263
16.0,0.054694835680751175,5.1626368,0.029538001543209874,5.379954
16.0,0.057497065727699526,5.138314,0.029296875,5.341231
17.0,0.06151701877934273,5.111377,0.03409529320987654,5.3293324
18.0,0.06343896713615023,5.0770082,0.037350501543209874,5.3011975
19.0,0.06183978873239437,5.069173,0.034987461419753084,5.298637
20.0,0.07257922535211268,5.0160465,0.04060570987654321,5.2792845
20.0,0.07422241784037559,4.9825945,0.041256751543209874,5.239389
21.0,0.07312206572769953,4.966626,0.03995466820987654,5.2476516
22.0,0.07984154929577465,4.9259605,0.04190779320987654,5.2149158
23.0,0.08626760563380281,4.9142194,0.04451195987654321,5.216967
24.0,0.08952464788732395,4.863754,0.04931037808641975,5.1846566
24.0,0.0960680751173709,4.8232102,0.045572916666666664,5.1562157
25.0,0.09006748826291079,4.8297663,0.050612461419753084,5.188238
26.0,0.09760856807511738,4.777195,0.04386091820987654,5.1351895
27.0,0.11075410798122065,4.7487164,0.056881751543209874,5.1475654
28.0,0.10916960093896713,4.712207,0.054518711419753084,5.1040177
28.0,0.11917546948356807,4.6527734,0.052083333333333336,5.0748386
29.0,0.11741490610328638,4.659593,0.05777391975308641,5.0725036
30.0,0.11769366197183098,4.6452827,0.04581404320987654,5.1452107
31.0,0.12753814553990608,4.6221094,0.058834876543209874,5.0576854
32.0,0.13381748826291082,4.5515733,0.06102912808641975,5.039804
32.0,0.1414025821596244,4.4956846,0.055989583333333336,5.0321155
33.0,0.13838028169014083,4.5140142,0.05712287808641975,5.0567093
34.0,0.13871772300469484,4.496441,0.05232445987654321,5.045133
35.0,0.15516431924882632,4.4564686,0.062331211419753084,5.0082364
36.0,0.15208333333333335,4.4150057,0.06558641975308642,5.011181
36.0,0.1664906103286385,4.343881,0.059895833333333336,4.9924526
37.0,0.16550762910798122,4.3562493,0.06428433641975308,5.0208097
38.0,0.16302816901408448,4.367754,0.058834876543209874,4.9823685
39.0,0.18603286384976528,4.295455,0.06949266975308642,5.0074463
40.0,0.17717136150234744,4.2849813,0.06753954475308642,4.967157
40.0,0.19725645539906103,4.20346,0.0625,4.9511924
41.0,0.19719776995305166,4.199783,0.06884162808641975,5.002959
42.0,0.2060592723004695,4.1881013,0.0659963348765432,4.95188
43.0,0.22114143192488264,4.1427493,0.06623746141975308,4.9668055
44.0,0.22008509389671363,4.104492,0.07600308641975308,4.9360757
44.0,0.2303843896713615,4.046288,0.06705729166666667,4.932726
45.0,0.2317488262910798,4.02163,0.07209683641975308,4.9516606
