train_acc,train_loss,val_acc,val_loss
0.014682539682539682,4.6865273,0.022916666666666665,4.527465
0.019642857142857142,4.493472,0.03154761904761905,4.4457912
0.030654761904761903,4.276446,0.043154761904761904,4.1964564
0.041666666666666664,4.0638423,0.02976190476190476,4.7253766
0.07321428571428572,3.663388,0.0931547619047619,3.4821596
0.08125,3.5765443,0.06440476190476191,4.205146
0.13998015873015873,3.2018938,0.1489285714285714,3.15282
0.12212301587301587,3.2455895,0.07976190476190476,3.8224025
0.18392857142857144,2.9200823,0.14166666666666666,3.230231
0.15634920634920635,3.0276666,0.10148809523809524,3.5987895
0.27688492063492065,2.5307562,0.14089285714285713,3.2284696
0.21071428571428572,2.7772322,0.17529761904761904,3.0128148
0.3318452380952381,2.30281,0.15,3.4712553
0.26517857142857143,2.5633307,0.22660714285714284,2.8109674
0.4189484126984127,1.9945287,0.18898809523809523,3.1351314
0.31448412698412703,2.2949414,0.2388095238095238,2.7220852
0.5074404761904762,1.7123473,0.08422619047619048,8.592151
0.35892857142857143,2.16944,0.3074404761904762,2.4726295
0.5747023809523809,1.5058275,0.14404761904761904,3.6827497
0.4617063492063492,1.8121266,0.3407142857142857,2.3597472
0.6021825396825397,1.3391217,0.19297619047619047,4.026947
0.5382936507936508,1.500751,0.3689880952380952,2.395182
0.6753968253968254,1.1145693,0.16202380952380951,5.5195746
0.6157738095238096,1.2412438,0.3611309523809524,2.4102879
0.7199404761904762,0.9847093,0.125,5.873418
0.7032738095238096,1.033016,0.36922619047619043,2.4781878
0.7530753968253969,0.8631738,0.24922619047619046,3.5934498
0.746329365079365,0.8839327,0.3514285714285714,2.6038103
0.7854166666666667,0.7566498,0.24160714285714285,4.161277
0.853670634920635,0.58379036,0.3221428571428572,3.0101528
0.8117063492063492,0.6380512,0.29178571428571426,3.5627198
0.9077380952380952,0.39679176,0.3374404761904762,3.0138404
0.790873015873016,0.692074,0.30988095238095237,3.2848206
0.933829365079365,0.3181603,0.3113095238095238,3.180019
0.8421626984126984,0.5681301,0.3280357142857143,3.0812666
0.9557539682539683,0.24225503,0.3003571428571429,3.5496697
0.8479166666666667,0.53266764,0.3250595238095238,3.149061
0.9578373015873016,0.20862527,0.25994047619047617,3.774906
0.8972222222222221,0.36431172,0.3583928571428572,3.0134516
0.9765873015873017,0.14619076,0.24178571428571427,4.1307817
